customer_id,age,gender,income,loan_type,loan_amount,interest_rate,loan_term,loan_interest_rate,credit_score,employment_status,marital_status,remediation_strategy,missed_payments,missed_payments_duration,successful,timestamp
40498,24,Male,41236,Home,178981,0.14,33,14.000000000000002,689,Employed,Married,Payment Reminder,12,10,True,2021-06-18
358849,65,Female,35527,Student,348573,0.2,23,20.0,421,Employed,Divorced,Refinancing,6,12,False,2018-11-26
393634,30,Female,57023,Home,183332,0.06,45,6.0,461,Unemployed,Divorced,Loan Restructuring,8,10,True,2020-03-10
193950,24,Female,127733,Auto,205567,0.2,57,20.0,455,Unemployed,Single,Deferment,7,8,True,2022-02-06
220439,63,Female,187428,Home,294150,0.1,24,10.0,844,Unemployed,Divorced,Loan Restructuring,5,4,True,2021-02-28
588959,19,Male,95065,Personal,353263,0.13,38,13.0,731,Employed,Married,Forbearance,9,10,True,2020-09-17
831950,64,Male,29515,Home,359868,0.16,34,16.0,823,Unemployed,Divorced,Payment Reminder,10,7,False,2020-08-30
23129,59,Female,128749,Auto,380888,0.18,44,18.0,445,Unemployed,Married,Deferment,8,7,True,2019-04-19
59376,48,Male,131521,Business,438181,0.15,41,15.0,626,Employed,Divorced,Loan Restructuring,2,4,True,2021-10-09
25051,64,Male,83758,Personal,48480,0.09,24,9.0,354,Self-employed,Single,Payment Reminder,11,4,False,2019-07-08
43630,41,Male,84250,Auto,149053,0.1,13,10.0,724,Self-employed,Married,Debt Consolidation,10,10,False,2021-10-09
133600,59,Male,51642,Student,432494,0.16,15,16.0,671,Unemployed,Married,Payment Reminder,3,9,False,2020-05-18
796382,64,Male,161290,Student,288152,0.15,54,15.0,734,Self-employed,Married,Loan Restructuring,2,2,False,2021-11-12
845471,59,Male,23735,Home,46075,0.2,27,20.0,412,Employed,Single,Debt Consolidation,9,9,False,2021-07-25
172680,47,Female,48688,Auto,175882,0.19,60,19.0,782,Unemployed,Divorced,Forbearance,11,12,False,2021-08-11
535438,26,Female,44173,Student,410942,0.13,33,13.0,639,Unemployed,Divorced,Deferment,1,7,True,2022-10-12
520395,60,Female,31884,Business,465615,0.13,49,13.0,671,Self-employed,Divorced,Payment Reminder,11,6,False,2022-10-18
678808,48,Male,47642,Business,58435,0.17,51,17.0,331,Employed,Married,Refinancing,12,5,True,2022-10-29
260436,56,Female,122240,Personal,153175,0.1,52,10.0,808,Unemployed,Married,Payment Reminder,6,4,True,2020-06-01
181675,44,Female,55903,Business,370071,0.07,50,7.000000000000001,848,Employed,Single,Payment Reminder,5,3,False,2019-01-01
814929,31,Female,98130,Business,423977,0.17,50,17.0,437,Self-employed,Single,Forbearance,4,12,False,2022-08-06
625823,30,Female,185763,Student,61148,0.06,18,6.0,559,Employed,Married,Deferment,0,0,True,2019-09-03
310665,37,Female,117169,Student,80486,0.2,24,20.0,559,Employed,Divorced,Payment Reminder,12,1,False,2022-10-27
53555,23,Male,76740,Personal,384166,0.19,28,19.0,727,Employed,Married,Debt Consolidation,8,8,False,2019-05-09
270313,50,Female,136643,Auto,284318,0.14,29,14.000000000000002,820,Employed,Single,Debt Consolidation,3,10,True,2020-05-22
561522,40,Male,38106,Business,171442,0.18,29,18.0,561,Self-employed,Divorced,Deferment,10,5,True,2018-06-12
999905,64,Female,172866,Business,398111,0.13,25,13.0,598,Unemployed,Divorced,Payment Reminder,0,0,False,2023-01-17
908491,48,Female,40349,Home,53294,0.1,39,10.0,611,Employed,Divorced,Deferment,11,6,False,2022-01-10
928286,24,Female,161447,Auto,410005,0.17,53,17.0,666,Employed,Married,Refinancing,0,0,True,2022-09-21
397627,41,Female,127799,Personal,103076,0.2,42,20.0,400,Self-employed,Single,Forbearance,4,9,True,2020-04-12
576837,51,Female,143423,Student,426117,0.17,15,17.0,476,Self-employed,Single,Forbearance,7,10,True,2019-06-07
578895,31,Male,36096,Auto,233441,0.16,53,16.0,371,Unemployed,Divorced,Deferment,1,2,False,2023-11-07
363305,22,Female,64353,Personal,105558,0.05,37,5.0,658,Employed,Married,Deferment,5,4,True,2020-09-12
249621,25,Female,71974,Personal,399466,0.19,40,19.0,542,Unemployed,Married,Forbearance,2,9,False,2020-01-11
587485,24,Male,166835,Home,24392,0.2,19,20.0,742,Employed,Divorced,Debt Consolidation,1,12,False,2019-12-07
695022,54,Male,118073,Personal,396842,0.09,55,9.0,654,Unemployed,Single,Deferment,10,7,False,2022-05-26
7464,26,Female,115422,Home,149423,0.18,25,18.0,693,Unemployed,Married,Loan Restructuring,5,2,False,2021-07-30
356687,59,Female,32383,Auto,416170,0.18,36,18.0,759,Employed,Divorced,Payment Reminder,3,4,True,2018-12-09
870588,24,Female,91217,Auto,229008,0.07,47,7.000000000000001,769,Employed,Married,Deferment,1,5,False,2021-09-05
924088,23,Female,161888,Student,325456,0.16,28,16.0,404,Self-employed,Married,Forbearance,8,7,False,2022-02-13
746836,32,Female,144822,Home,354783,0.1,24,10.0,388,Unemployed,Married,Deferment,5,1,False,2022-02-26
754712,64,Female,135030,Student,119620,0.2,23,20.0,316,Employed,Divorced,Debt Consolidation,4,4,False,2023-09-15
952441,60,Male,139316,Student,337111,0.08,35,8.0,716,Employed,Single,Payment Reminder,11,10,True,2020-03-05
954229,27,Female,178437,Business,272389,0.13,28,13.0,346,Self-employed,Single,Payment Reminder,6,6,True,2022-01-02
240338,33,Female,166168,Personal,406905,0.19,59,19.0,507,Employed,Married,Forbearance,10,1,True,2023-01-02
477348,30,Male,145329,Auto,344309,0.18,53,18.0,453,Unemployed,Single,Loan Restructuring,0,0,True,2018-03-12
578384,25,Male,149842,Student,83350,0.07,43,7.000000000000001,551,Unemployed,Single,Debt Consolidation,12,9,False,2023-05-08
74124,27,Female,123988,Business,219318,0.08,50,8.0,338,Employed,Divorced,Debt Consolidation,5,6,True,2022-10-12
590083,29,Male,132372,Student,314281,0.14,53,14.000000000000002,841,Employed,Married,Refinancing,1,6,True,2020-03-09
883819,51,Female,78955,Student,34324,0.13,44,13.0,584,Employed,Married,Payment Reminder,10,1,True,2020-02-08
899244,20,Female,134924,Home,281451,0.09,13,9.0,839,Employed,Married,Forbearance,5,2,True,2021-02-28
79526,52,Male,22841,Business,378753,0.06,55,6.0,443,Unemployed,Divorced,Debt Consolidation,7,3,True,2023-07-06
997379,33,Male,90388,Auto,249211,0.16,28,16.0,676,Self-employed,Divorced,Refinancing,3,6,False,2023-04-16
580995,23,Male,50149,Business,181562,0.13,58,13.0,566,Self-employed,Married,Deferment,1,8,True,2021-12-16
583153,61,Male,119954,Business,344660,0.2,34,20.0,435,Unemployed,Married,Debt Consolidation,9,6,False,2020-04-24
52714,64,Female,69134,Personal,488131,0.09,34,9.0,485,Unemployed,Divorced,Loan Restructuring,6,3,False,2022-07-14
355551,32,Female,168160,Business,411485,0.19,42,19.0,429,Unemployed,Single,Debt Consolidation,11,11,False,2018-01-08
146028,54,Male,59339,Personal,236140,0.17,56,17.0,326,Self-employed,Single,Deferment,12,11,False,2023-06-13
622083,43,Female,104960,Home,245222,0.06,15,6.0,472,Self-employed,Single,Deferment,10,8,True,2018-03-15
606046,52,Female,122124,Student,435086,0.1,46,10.0,666,Unemployed,Single,Payment Reminder,8,5,False,2024-02-24
364372,22,Female,78485,Auto,54170,0.09,42,9.0,467,Self-employed,Divorced,Forbearance,11,11,True,2022-08-19
354543,57,Female,111630,Auto,130440,0.14,45,14.000000000000002,430,Self-employed,Married,Payment Reminder,12,8,False,2023-03-01
935697,37,Female,94491,Personal,175850,0.18,32,18.0,391,Self-employed,Married,Refinancing,2,6,True,2024-02-06
381600,38,Female,40902,Home,48021,0.17,49,17.0,407,Employed,Single,Debt Consolidation,10,2,True,2022-12-17
207490,46,Male,160722,Business,15642,0.15,13,15.0,677,Employed,Divorced,Payment Reminder,9,1,False,2021-09-01
549543,35,Male,141354,Business,114797,0.06,56,6.0,438,Unemployed,Single,Forbearance,10,10,False,2019-07-18
639096,32,Female,85985,Home,335933,0.18,29,18.0,559,Employed,Divorced,Payment Reminder,6,4,True,2021-11-24
225603,42,Female,74108,Personal,62201,0.11,38,11.0,434,Employed,Married,Refinancing,2,3,True,2023-10-31
58037,37,Male,104351,Business,130562,0.06,38,6.0,610,Unemployed,Single,Debt Consolidation,9,5,True,2022-04-02
424179,31,Male,170924,Home,113446,0.13,31,13.0,680,Unemployed,Single,Payment Reminder,8,5,False,2020-02-21
47867,65,Male,38806,Business,499494,0.17,19,17.0,530,Employed,Divorced,Forbearance,3,4,False,2020-12-31
156305,44,Male,161031,Personal,195680,0.18,41,18.0,352,Self-employed,Divorced,Payment Reminder,9,10,True,2018-03-14
428575,64,Male,145150,Auto,499640,0.12,44,12.0,668,Self-employed,Single,Payment Reminder,4,1,False,2020-11-25
425374,27,Male,125219,Personal,292126,0.2,29,20.0,315,Unemployed,Single,Forbearance,3,2,True,2022-01-02
976413,26,Male,166888,Home,176080,0.07,17,7.000000000000001,823,Unemployed,Divorced,Loan Restructuring,9,6,True,2024-01-28
336482,19,Female,99349,Auto,329256,0.18,38,18.0,598,Employed,Married,Forbearance,6,6,True,2020-04-19
737734,64,Male,118350,Business,486654,0.18,44,18.0,490,Unemployed,Divorced,Loan Restructuring,12,5,False,2023-12-01
521393,30,Female,89532,Home,197261,0.18,35,18.0,809,Employed,Single,Forbearance,5,1,True,2018-09-16
732654,26,Female,194727,Home,489195,0.2,47,20.0,580,Self-employed,Single,Forbearance,11,3,True,2019-10-11
344884,54,Female,101979,Home,175562,0.07,45,7.000000000000001,456,Self-employed,Divorced,Loan Restructuring,5,7,True,2022-08-09
181084,56,Male,54416,Home,163470,0.19,43,19.0,761,Self-employed,Single,Payment Reminder,2,7,False,2019-07-14
495666,55,Male,97819,Auto,308184,0.07,41,7.000000000000001,409,Self-employed,Single,Deferment,9,10,False,2018-07-29
669171,64,Male,107524,Home,329399,0.18,60,18.0,342,Self-employed,Married,Forbearance,6,7,True,2018-09-09
626855,19,Male,27242,Student,446518,0.19,36,19.0,509,Self-employed,Single,Deferment,9,9,True,2023-05-17
812960,22,Male,128304,Business,42662,0.08,46,8.0,517,Self-employed,Divorced,Loan Restructuring,10,10,True,2021-05-04
896075,19,Female,102749,Student,344648,0.1,59,10.0,736,Self-employed,Single,Refinancing,10,12,True,2023-05-02
72997,48,Male,75050,Personal,405828,0.05,51,5.0,454,Unemployed,Single,Forbearance,4,1,True,2023-02-01
859876,27,Male,109778,Auto,234398,0.15,16,15.0,394,Self-employed,Divorced,Debt Consolidation,6,9,False,2019-01-16
689951,41,Male,136516,Home,308062,0.14,48,14.000000000000002,581,Employed,Single,Debt Consolidation,7,11,True,2022-11-08
198870,22,Female,105091,Student,397630,0.2,48,20.0,524,Unemployed,Single,Deferment,4,2,False,2021-11-06
615817,37,Female,179305,Auto,224588,0.1,60,10.0,526,Employed,Single,Loan Restructuring,5,1,True,2020-01-31
892440,41,Female,99195,Student,226863,0.08,21,8.0,305,Unemployed,Married,Deferment,5,11,True,2018-01-20
986075,33,Female,184587,Personal,147952,0.14,13,14.000000000000002,697,Unemployed,Married,Deferment,12,5,False,2018-05-03
711526,51,Female,178858,Personal,14688,0.15,12,15.0,661,Employed,Married,Debt Consolidation,10,9,True,2023-02-19
700363,35,Male,190114,Business,234486,0.09,42,9.0,604,Self-employed,Single,Loan Restructuring,1,4,True,2021-12-24
556547,20,Female,98327,Student,447148,0.16,56,16.0,489,Employed,Single,Payment Reminder,9,2,False,2018-09-10
529777,28,Male,42477,Student,494345,0.18,42,18.0,359,Self-employed,Divorced,Refinancing,7,8,True,2018-01-05
507742,39,Female,169699,Personal,489383,0.18,51,18.0,737,Employed,Divorced,Forbearance,2,2,True,2021-02-09
864857,40,Female,39500,Personal,338648,0.15,12,15.0,824,Self-employed,Married,Refinancing,5,10,False,2020-04-21
4471,21,Female,182989,Home,36167,0.2,49,20.0,676,Employed,Divorced,Forbearance,1,1,True,2020-04-03
419198,52,Male,142256,Personal,439087,0.14,14,14.000000000000002,341,Unemployed,Divorced,Loan Restructuring,11,6,True,2022-04-29
645864,57,Male,69236,Auto,40560,0.2,30,20.0,316,Self-employed,Single,Forbearance,12,5,True,2020-12-04
637344,22,Male,101225,Auto,413826,0.05,16,5.0,612,Unemployed,Divorced,Loan Restructuring,12,11,True,2018-05-01
263104,51,Female,145547,Personal,288927,0.11,38,11.0,481,Unemployed,Married,Forbearance,8,11,True,2019-01-01
952828,55,Male,146610,Student,67990,0.1,60,10.0,567,Self-employed,Married,Loan Restructuring,9,10,False,2023-02-25
341358,19,Female,45071,Business,346755,0.06,56,6.0,562,Unemployed,Married,Payment Reminder,9,10,False,2020-12-13
590160,46,Female,117827,Business,249124,0.19,50,19.0,597,Self-employed,Married,Refinancing,4,5,False,2024-02-02
366814,20,Male,144220,Business,72374,0.05,39,5.0,745,Unemployed,Married,Loan Restructuring,9,8,True,2020-09-18
937209,28,Male,147604,Business,143292,0.15,37,15.0,443,Unemployed,Married,Deferment,0,0,False,2022-12-17
38207,27,Male,128096,Home,459568,0.14,25,14.000000000000002,451,Unemployed,Divorced,Payment Reminder,11,12,False,2021-11-13
400875,24,Female,149891,Auto,456319,0.19,21,19.0,847,Self-employed,Single,Loan Restructuring,4,10,True,2023-10-13
168316,45,Male,174043,Personal,278459,0.13,15,13.0,521,Self-employed,Single,Payment Reminder,10,8,True,2020-09-21
469737,29,Male,166166,Home,457058,0.16,24,16.0,826,Unemployed,Single,Debt Consolidation,3,7,False,2020-01-20
564430,53,Male,153379,Home,253972,0.06,51,6.0,474,Unemployed,Married,Deferment,11,11,False,2023-09-29
342709,53,Male,46721,Business,464824,0.2,44,20.0,815,Self-employed,Divorced,Debt Consolidation,5,8,True,2018-06-20
210144,41,Female,167366,Personal,494605,0.07,30,7.000000000000001,385,Unemployed,Single,Debt Consolidation,12,10,False,2018-09-05
17463,27,Male,34763,Auto,345683,0.06,36,6.0,362,Unemployed,Single,Refinancing,7,7,True,2018-07-14
391565,45,Female,91598,Home,88305,0.19,35,19.0,798,Unemployed,Married,Deferment,6,6,False,2020-03-07
13955,37,Male,145984,Student,164804,0.15,53,15.0,615,Employed,Single,Deferment,4,9,False,2018-08-26
647064,26,Female,156017,Student,297742,0.1,35,10.0,317,Unemployed,Married,Forbearance,5,11,True,2023-04-05
675345,36,Female,115566,Business,466044,0.15,19,15.0,627,Employed,Single,Loan Restructuring,0,0,False,2022-10-15
925903,32,Male,42820,Home,144974,0.08,57,8.0,530,Self-employed,Married,Debt Consolidation,9,12,False,2019-11-03
758827,35,Male,40322,Business,441948,0.08,19,8.0,466,Self-employed,Divorced,Deferment,3,12,False,2023-07-12
294344,61,Male,129582,Business,467481,0.17,54,17.0,428,Employed,Single,Debt Consolidation,6,6,False,2019-05-04
324177,50,Male,119060,Student,206248,0.18,38,18.0,637,Self-employed,Divorced,Refinancing,8,4,True,2023-11-26
598712,52,Female,76217,Auto,241057,0.15,20,15.0,616,Employed,Married,Forbearance,12,7,True,2018-08-28
499778,50,Male,92149,Auto,169723,0.16,27,16.0,627,Employed,Divorced,Payment Reminder,9,8,True,2020-08-11
572368,29,Male,137818,Business,191890,0.09,38,9.0,437,Unemployed,Married,Debt Consolidation,0,0,True,2020-02-10
798333,56,Male,24413,Auto,161519,0.15,49,15.0,461,Employed,Divorced,Payment Reminder,11,1,False,2018-06-18
124886,32,Male,35563,Personal,311719,0.13,25,13.0,818,Employed,Married,Loan Restructuring,0,0,False,2019-08-11
451795,46,Male,36247,Student,290704,0.18,43,18.0,633,Self-employed,Single,Forbearance,5,12,True,2019-07-24
662172,35,Female,38093,Personal,362711,0.06,22,6.0,621,Unemployed,Married,Debt Consolidation,4,12,True,2019-12-05
121876,31,Female,111612,Business,342099,0.09,60,9.0,452,Employed,Divorced,Refinancing,5,10,True,2024-02-26
876443,44,Male,132757,Student,389684,0.1,44,10.0,502,Employed,Divorced,Deferment,3,12,False,2020-01-15
323167,31,Female,83934,Personal,193920,0.14,13,14.000000000000002,822,Unemployed,Divorced,Debt Consolidation,6,3,False,2023-07-18
142588,58,Male,169634,Business,352297,0.16,17,16.0,615,Employed,Single,Payment Reminder,6,6,True,2021-12-19
98378,24,Female,64752,Home,357293,0.17,37,17.0,474,Self-employed,Married,Forbearance,4,11,False,2019-05-27
841751,29,Male,100777,Student,305334,0.14,59,14.000000000000002,839,Unemployed,Single,Loan Restructuring,12,12,False,2022-03-28
641277,53,Male,123375,Personal,250820,0.15,47,15.0,650,Employed,Single,Refinancing,5,1,True,2019-08-06
707016,37,Male,173477,Business,416756,0.18,15,18.0,735,Self-employed,Single,Refinancing,10,7,False,2023-03-01
449225,58,Male,195660,Business,370863,0.05,47,5.0,650,Self-employed,Divorced,Refinancing,4,1,False,2020-04-16
995332,51,Female,42272,Auto,154322,0.12,43,12.0,513,Employed,Single,Payment Reminder,6,11,True,2024-01-02
810882,45,Male,143890,Auto,161459,0.07,33,7.000000000000001,569,Unemployed,Married,Refinancing,7,8,False,2019-12-17
570741,34,Female,102722,Auto,19866,0.14,43,14.000000000000002,633,Employed,Married,Debt Consolidation,0,0,False,2021-10-26
423718,65,Female,96852,Home,219425,0.09,37,9.0,345,Employed,Married,Loan Restructuring,1,5,True,2019-05-20
892452,22,Male,64701,Auto,238483,0.05,45,5.0,602,Unemployed,Divorced,Deferment,2,10,True,2020-03-14
873596,52,Male,50138,Home,75222,0.19,59,19.0,389,Unemployed,Single,Deferment,6,12,False,2020-07-19
400775,34,Female,193776,Student,441964,0.13,15,13.0,529,Employed,Divorced,Forbearance,7,4,False,2024-02-26
371181,30,Female,99069,Student,440159,0.08,25,8.0,747,Unemployed,Divorced,Payment Reminder,7,3,False,2021-04-23
532384,35,Female,43057,Personal,278633,0.06,27,6.0,716,Employed,Divorced,Debt Consolidation,5,12,False,2020-12-13
127321,40,Male,136854,Student,67069,0.15,50,15.0,593,Employed,Divorced,Debt Consolidation,5,1,True,2018-03-06
57595,20,Female,124371,Home,304958,0.14,27,14.000000000000002,439,Employed,Single,Refinancing,6,4,True,2020-01-22
551464,58,Male,59882,Auto,89297,0.15,18,15.0,368,Unemployed,Married,Payment Reminder,8,9,True,2022-08-07
955894,34,Male,195772,Personal,275069,0.19,17,19.0,553,Unemployed,Married,Debt Consolidation,9,2,False,2020-09-04
455136,27,Female,168416,Business,312125,0.1,33,10.0,802,Self-employed,Single,Payment Reminder,4,2,False,2018-10-02
373394,28,Female,66517,Personal,164811,0.18,30,18.0,373,Self-employed,Single,Refinancing,4,8,True,2019-08-27
642928,19,Female,127574,Student,37836,0.19,40,19.0,785,Employed,Married,Deferment,11,7,True,2022-07-10
582485,61,Male,62430,Student,403719,0.1,43,10.0,674,Self-employed,Married,Forbearance,7,4,False,2020-12-29
939770,29,Female,59901,Personal,328885,0.16,12,16.0,303,Unemployed,Single,Payment Reminder,10,4,False,2021-11-07
213889,33,Male,41096,Auto,147850,0.11,34,11.0,791,Unemployed,Divorced,Refinancing,1,3,True,2022-09-25
779794,31,Female,181534,Student,68612,0.08,21,8.0,650,Employed,Married,Debt Consolidation,2,10,True,2018-10-27
963158,38,Male,64854,Personal,43733,0.17,48,17.0,772,Self-employed,Married,Deferment,3,2,True,2020-09-02
418484,39,Female,158124,Home,103470,0.18,58,18.0,526,Employed,Divorced,Payment Reminder,0,0,True,2022-05-14
129439,36,Male,143525,Home,234427,0.05,23,5.0,524,Unemployed,Married,Debt Consolidation,8,12,True,2020-01-29
42945,52,Male,108556,Personal,180355,0.2,60,20.0,829,Self-employed,Married,Debt Consolidation,8,8,True,2022-09-12
546521,34,Female,95572,Personal,465843,0.09,32,9.0,706,Employed,Divorced,Refinancing,11,3,False,2020-05-11
305483,44,Female,179059,Student,350963,0.15,48,15.0,652,Self-employed,Divorced,Forbearance,6,4,True,2018-01-31
159866,49,Male,139151,Business,348271,0.14,56,14.000000000000002,655,Unemployed,Divorced,Loan Restructuring,12,4,False,2023-11-10
913580,33,Female,65835,Student,281240,0.16,13,16.0,370,Employed,Single,Deferment,1,11,False,2021-07-20
97520,60,Female,94985,Student,448929,0.08,12,8.0,392,Unemployed,Single,Forbearance,0,0,False,2018-08-28
173798,55,Male,174885,Student,57977,0.2,20,20.0,434,Employed,Single,Deferment,0,0,True,2020-01-09
10118,28,Female,83205,Business,284679,0.14,15,14.000000000000002,523,Self-employed,Married,Loan Restructuring,0,0,True,2023-07-29
363037,62,Male,156351,Auto,422482,0.2,20,20.0,341,Self-employed,Married,Loan Restructuring,11,4,False,2021-04-09
21659,29,Female,66527,Home,380971,0.17,12,17.0,624,Self-employed,Divorced,Loan Restructuring,6,11,True,2023-05-31
261448,63,Female,148585,Auto,276336,0.18,44,18.0,705,Employed,Single,Forbearance,2,5,False,2019-12-02
103506,31,Female,152490,Home,126508,0.11,34,11.0,712,Self-employed,Single,Forbearance,1,2,True,2019-10-25
338850,19,Male,106126,Business,197250,0.16,18,16.0,610,Unemployed,Married,Deferment,5,10,True,2023-07-10
325462,18,Male,103710,Auto,209262,0.06,53,6.0,513,Employed,Single,Refinancing,1,8,False,2022-02-28
643671,36,Male,33991,Business,301045,0.05,59,5.0,736,Self-employed,Divorced,Refinancing,2,6,False,2021-07-07
681930,41,Female,79667,Business,275803,0.05,29,5.0,583,Self-employed,Single,Refinancing,7,3,True,2021-01-18
278476,43,Female,98840,Home,408292,0.11,60,11.0,663,Employed,Divorced,Deferment,3,4,False,2018-12-25
138713,59,Male,80697,Personal,316108,0.05,14,5.0,763,Unemployed,Single,Payment Reminder,11,1,False,2018-09-28
428271,43,Male,28647,Student,254276,0.19,56,19.0,647,Unemployed,Single,Deferment,4,8,False,2020-03-26
641396,32,Female,93401,Business,498752,0.05,38,5.0,479,Employed,Married,Payment Reminder,4,7,False,2024-01-25
140542,44,Female,149915,Auto,52141,0.09,42,9.0,532,Employed,Divorced,Refinancing,3,8,False,2020-09-12
544974,19,Male,199873,Business,467913,0.17,59,17.0,574,Self-employed,Divorced,Deferment,8,3,True,2019-06-09
810560,47,Male,77153,Student,415710,0.05,22,5.0,573,Self-employed,Single,Forbearance,7,11,False,2018-05-15
854472,60,Male,121756,Auto,288361,0.17,55,17.0,776,Self-employed,Married,Loan Restructuring,3,10,False,2018-10-02
730143,44,Male,132598,Auto,150163,0.14,50,14.000000000000002,643,Employed,Divorced,Debt Consolidation,1,5,True,2018-02-09
151927,18,Male,97595,Business,482139,0.07,51,7.000000000000001,539,Unemployed,Married,Deferment,3,1,True,2018-11-27
182138,28,Female,154678,Personal,29746,0.19,21,19.0,585,Self-employed,Divorced,Loan Restructuring,4,2,True,2021-12-05
323489,40,Male,26743,Business,407631,0.16,39,16.0,396,Employed,Single,Loan Restructuring,10,7,False,2021-06-07
971833,49,Male,31549,Home,483056,0.13,16,13.0,518,Self-employed,Married,Deferment,5,3,True,2018-04-02
691827,65,Female,183039,Home,358006,0.17,37,17.0,807,Unemployed,Divorced,Forbearance,4,3,False,2021-02-02
422024,62,Male,111506,Home,205211,0.15,22,15.0,687,Employed,Divorced,Loan Restructuring,11,12,False,2018-03-27
868952,40,Female,116836,Home,269094,0.19,31,19.0,344,Employed,Married,Debt Consolidation,9,3,False,2020-12-29
372958,60,Male,140365,Home,409403,0.05,16,5.0,428,Unemployed,Divorced,Deferment,1,11,True,2020-11-18
613980,57,Male,143205,Personal,318970,0.19,32,19.0,799,Self-employed,Divorced,Debt Consolidation,8,8,True,2022-07-02
771832,50,Male,192988,Personal,464519,0.13,19,13.0,331,Self-employed,Single,Forbearance,10,7,True,2020-04-28
703653,42,Male,97051,Auto,491554,0.19,56,19.0,556,Unemployed,Single,Deferment,6,12,False,2021-07-29
454377,37,Male,70069,Home,291841,0.08,60,8.0,828,Self-employed,Married,Loan Restructuring,8,5,False,2021-10-09
649319,63,Female,49383,Auto,300753,0.17,55,17.0,319,Unemployed,Married,Payment Reminder,9,3,False,2018-10-28
694682,43,Male,161732,Home,471205,0.06,40,6.0,635,Unemployed,Married,Refinancing,5,9,False,2019-08-07
283090,49,Female,101830,Personal,130822,0.17,13,17.0,351,Unemployed,Divorced,Refinancing,7,1,False,2019-06-08
564314,65,Female,185361,Business,358319,0.09,19,9.0,358,Unemployed,Divorced,Loan Restructuring,12,3,True,2020-02-05
815553,24,Female,139851,Student,269529,0.07,45,7.000000000000001,704,Self-employed,Married,Loan Restructuring,12,6,False,2021-06-18
634883,58,Male,28015,Home,16070,0.05,35,5.0,784,Employed,Single,Debt Consolidation,9,4,False,2022-01-15
639465,23,Female,166487,Auto,341635,0.2,47,20.0,846,Unemployed,Divorced,Payment Reminder,0,0,False,2023-06-15
486222,65,Male,155837,Home,292985,0.07,54,7.000000000000001,715,Employed,Divorced,Debt Consolidation,11,9,False,2022-12-10
464712,24,Male,142694,Business,234820,0.2,35,20.0,683,Self-employed,Married,Loan Restructuring,10,2,True,2021-02-28
507614,18,Male,46987,Student,370396,0.19,27,19.0,553,Self-employed,Single,Refinancing,1,5,False,2022-10-30
645855,56,Male,34376,Business,145248,0.07,17,7.000000000000001,770,Employed,Married,Payment Reminder,7,8,True,2022-07-01
119722,33,Female,50460,Home,291807,0.06,20,6.0,551,Unemployed,Divorced,Refinancing,0,0,False,2019-09-09
881762,26,Male,155194,Personal,80860,0.1,17,10.0,369,Self-employed,Married,Forbearance,12,1,True,2019-10-16
218215,24,Male,129751,Personal,285669,0.11,57,11.0,510,Unemployed,Married,Deferment,7,10,False,2020-06-19
476976,24,Female,114821,Business,177583,0.17,46,17.0,508,Unemployed,Single,Payment Reminder,10,6,False,2021-04-29
381115,37,Female,60651,Auto,134874,0.06,49,6.0,814,Unemployed,Married,Loan Restructuring,11,7,True,2018-05-18
210052,65,Female,103601,Business,266777,0.09,35,9.0,453,Unemployed,Married,Refinancing,8,1,True,2022-08-02
793654,22,Male,61370,Auto,310433,0.06,40,6.0,818,Employed,Married,Loan Restructuring,0,0,False,2021-03-18
88362,19,Female,45903,Home,53611,0.16,56,16.0,319,Employed,Married,Payment Reminder,12,12,True,2021-05-06
779663,24,Female,133494,Business,427248,0.05,51,5.0,428,Employed,Single,Loan Restructuring,6,5,False,2020-09-17
77629,26,Female,125095,Business,297825,0.1,39,10.0,423,Unemployed,Single,Loan Restructuring,10,1,False,2019-07-26
445592,21,Male,132056,Personal,417176,0.14,23,14.000000000000002,396,Employed,Single,Refinancing,11,4,True,2023-10-14
194111,37,Male,120643,Business,168907,0.14,51,14.000000000000002,815,Unemployed,Single,Forbearance,10,4,False,2021-03-21
964418,33,Male,107453,Home,80113,0.13,16,13.0,331,Unemployed,Single,Deferment,4,9,True,2019-08-10
336738,42,Female,70243,Personal,170248,0.16,39,16.0,441,Unemployed,Divorced,Debt Consolidation,10,7,False,2023-12-21
666626,20,Female,120450,Auto,391995,0.06,52,6.0,500,Self-employed,Divorced,Deferment,4,5,True,2021-06-10
76247,42,Male,174022,Personal,336795,0.15,29,15.0,799,Unemployed,Single,Forbearance,1,9,True,2021-07-31
979609,37,Male,178247,Personal,487568,0.12,34,12.0,560,Employed,Single,Loan Restructuring,12,1,False,2022-10-18
852120,41,Female,26102,Home,84078,0.09,48,9.0,829,Self-employed,Married,Payment Reminder,8,7,True,2020-02-09
774062,42,Male,169417,Student,498454,0.15,25,15.0,411,Self-employed,Divorced,Loan Restructuring,2,4,False,2019-08-24
267290,33,Male,160633,Student,67056,0.09,53,9.0,739,Unemployed,Married,Refinancing,1,6,True,2019-07-21
457723,62,Female,51597,Home,197735,0.17,43,17.0,516,Unemployed,Married,Payment Reminder,9,6,False,2019-11-10
37926,44,Female,33699,Personal,438861,0.15,38,15.0,537,Unemployed,Single,Refinancing,4,12,False,2019-12-03
10947,29,Male,148897,Student,239410,0.06,33,6.0,339,Self-employed,Married,Payment Reminder,6,9,False,2019-08-21
